Date,Country,Local,Industry Sector,Accident Level,Potential Accident Level,Gender,Employee type,Critical Risk,Description,Year,Month,Day,Weekday,WeekofYear,Season,Description_preprocessed
2017-02-15,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 02/15/2017 at 3:27 pm, when performing the Magnetometric using GPS, the collaborator Antônio bumped the top of the field hat on a branch and was attacked by maribondos. He was bitten behind the ear and another on the shoulder, but he continued his activity because he felt no pain or swelling.",2017,2,15,Wednesday,7,Summer,02152017 performing magnetometric using gas collaborator antonio bumped top field hat branch attacked maribondos bitten behind ear another shoulder continued activity felt pain swelling
2017-02-16,Country_01,Local_03,Mining,I,II,Female,Third Party (Remote),Fall,"By averaging 8:23 am at the offices of Ajani, Liliana prepares to store folders in the warehouse, to go to the place it comes out of the iglu, when going down the two steps it does so diagonally so it sits the left foot on the edge of the second step causing the foot to bend Left inward, it stabilizes quickly avoiding falling to the ground.",2017,2,16,Thursday,7,Summer,averaging office amani lilian prepares store folder warehouse go place come ilu going two step diagonally sits left foot edge second step causing foot bend left inward stabilizes quickly avoiding falling ground
2017-02-17,Country_01,Local_04,Mining,I,III,Male,Third Party,Projection/Manual Tools,"the moment of extracting the bolts of the CHUCK of rotation unit VSD 01; in the instant that is made hits with the rope of 6Lbs. the base of the support bolts, a fragment of the metal structure is projected, impacting the face of the mechanic Freddy the described injury.",2017,2,17,Friday,7,Summer,moment extracting bolt chuck rotation unit vid 01 instant made hit rope plus base support bolt fragment metal structure projected impacting face mechanic freddy described injury
2017-02-17,Country_01,Local_01,Mining,I,III,Male,Employee,Chemical substances,"Once the painting of the pumping pipe has been completed, the person involved involuntarily touches his face, with his hand (with gloves) full of paint, and to clean himself he makes use of a dry industrial cloth and begins to rub his face, for a period of time from 30 to 40 seconds continuously, until finally the paint on the face is cleaned, this friction generates the described injury.",2017,2,17,Friday,7,Summer,painting pumping pipe completed person involved involuntarily touch face hand glove full paint clean make use dry industrial cloth begin rub face period time 30 40 second continuously finally paint face cleaned friction generates described injury
2017-02-17,Country_01,Local_01,Mining,I,IV,Male,Third Party,Projection,"At the conclusion of the unloading of ore with the AMP-819 plate tipper, in the pit 01, the driver notices that a stretch of support mesh is stuck in the hopper hatch; then the driver gets off his equipment (with the hopper lifted) to remove with his hands this mesh, when generating force, fine particles of rock fall and one of them is impregnated in the eye of the injured. At the time of the incident, the injured person used his measuring glasses and did not have any surcharges.",2017,2,17,Friday,7,Summer,conclusion unloading ore amp819 plate tipper pit 01 driver notice stretch support mesh stuck hopper hatch driver get equipment hopper lifted remove hand mesh generating force fine particle rock fall one impregnated eye injured time incident injured person used measuring glass not surcharge
2017-02-23,Country_01,Local_04,Mining,IV,IV,Male,Third Party,Vehicles and Mobile Equipment,"Mr. Walter was putting his tools in the hopper of the Atlas truck that was parked on the cruise 320 of Level 1850 OB2B, then the mining operations van arrived driven by Engineer parked behind the truck of Atlas to approximately 3 meters and without having placed the safety block went to request the data of the drilling, later the assistant of the SIMBA 04 opened the gate, dropping the bit into the hopper of the mine truck and untimely the vehicle He moved forward, pinning the mechanic's right leg.",2017,2,23,Thursday,8,Summer,walter putting tool hopper atlas truck parked cruise 320 level 1850 bomb mining operation van arrived driven engineer parked behind truck atlas approximately 3 meter without placed safety block went request data drilling later assistant simba 04 opened gate dropping bit hopper mine truck untimely vehicle moved forward pinning mechanic right leg
2017-02-23,Country_02,Local_07,Mining,I,III,Male,Third Party (Remote),Venomous Animals,"During the transport of pieces of wood with the aid of a wheelbarrow, the employee felt a prick in the right leg, at that moment stopped the activity, removed the leggings and when shaking the pants noticed that it was a small scorpion.",2017,2,23,Thursday,8,Summer,transport piece wood aid wheelbarrow employee felt prick right leg moment stopped activity removed legging shaking pant noticed small scorpion
2017-02-25,Country_01,Local_01,Mining,IV,IV,Male,Third Party (Remote),Fall,"During the mining cycle at the Chimney 410; before starting with the drilling work to anchor the lane of the alimak system, the collaborator squat to pick up a manual tool that is on the platform; it is at this moment that the jackleg team loses its position and projects towards the back of the collaborator generating the injury.",2017,2,25,Saturday,8,Summer,mining cycle chimney 410 before starting drilling work anchor lane animal system collaborator squat pick manual tool platform moment jackleg team loses position project towards back collaborator generating injury
2017-02-25,Country_01,Local_01,Mining,I,III,Male,Employee,Projection,"In the support process, in circumstances that the assistant performs the Last cut in the transverse length of the mesh; The mesh generates a movement towards the operator and hits the face causing the described injury.",2017,2,25,Saturday,8,Summer,support process circumstance assistant performs last cut transverse length mesh mesh generates movement towards operator hit face causing described injury
2017-02-25,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 02/25/2017 at 13:05 p.m., when assisting with GPS in the Magnetometric collaborator Gilvânio bumped the top of the field hat on a branch and was attacked by maribondos. The moths went towards his eyes, but due to the use of sunglasses, the attack in that region was prevented. The insects moved to the side of the face, getting caught between the ear and the back of the field hat, making the helper get two bites behind the ear. Gilvânio is allergic to Marimbondos bites, soon the activity was immediately paralyzed, we drove to the car, where the accident took his medicine (antiallergic already used in other situations out of work, indicated by another doctor) to avoid further swelling. Marcelo responsible for the project was also on the field in the mapping activity, was called on the radio immediately. The assistant felt good, but was taken to the emergency of the Hospital of Lavras do Sul, where he consulted the doctor, took antiallergic and was released around 15:20.",2017,2,25,Saturday,8,Summer,02252017 1 assisting gas magnetometric collaborator gilvânio bumped top field hat branch attacked maribondos moth went towards eye due use sunglass attack region prevented insect moved side face getting caught between ear back field hat making helper get two bite behind ear gilvânio allergic marimbondos bite soon activity immediately paralyzed drove car accident took medicine antiallergic already used situation work indicated another doctor avoid swelling marcel responsible project also field mapping activity called radio immediately assistant felt good taken emergency hospital lavrans sul consulted doctor took antiallergic released around 1520
2017-02-26,Country_01,Local_01,Mining,I,III,Male,Third Party,Fall,"In moments when the staff of the IMPROMEC company was heading towards the 447 pique to support shotcrete casting jobs; One of the electricians does not identify a lane and water in the road, so his right leg enters the gutter of 0.8 m depth causing the injury. The service of the litorina was paralyzed for the entrance of this personnel.",2017,2,26,Sunday,8,Summer,moment staff improve company heading towards 447 pique support shotcrete casting job one electrician not identify lane water road right leg enters gutter 08 depth causing injury service litorina paralyzed entrance personnel
2017-02-26,Country_02,Local_07,Mining,I,IV,Male,Employee,Fall prevention,"The employee was descending the ladder after inspection of the milling cyclones, which gives access to the floor behind the mill 10 by platform # ISC-MG26 when the floor gave way and it fell from a height of approximately 1 meter and 70 meters (there is material / ore below the platform, decreasing the height of the fall impact).",2017,2,26,Sunday,8,Summer,employee descending ladder after inspection milling cyclone give access floor behind mill 10 platform iscmg26 floor gave way fell height approximately 1 meter 70 meter material ore below platform decreasing height fall impact
2017-02-27,Country_01,Local_03,Mining,II,IV,Male,Third Party,remains of choco,"In the area of ​​Lloclla 50 meters from the sub-station Nro 4, under circumstances that the worker was preparing to pick up the rope from the floor, several fragments of rock slide down the slope of the hill, one of the 5 cm fragments of Diameter approximately impacts the face of the worker producing the aforementioned injury",2017,2,27,Monday,9,Summer,area ​​lloclla 50 meter substation 4 circumstance worker preparing pick rope floor several fragment rock slide slope hill one 5 fragment diameter approximately impact face worker producing aforementioned injury
2017-02-27,Country_02,Local_02,Mining,III,IV,Male,Employee,Others,"When performing cleaning activity of the area near the 042-TC-06 - Grinding the employee was handling a block of triangular shaped rock measuring (b = 53cm x h = 42cm x e = 12cm). During the movement, he lost his balance by falling with the rock on the thumb of his left hand, injuring him.",2017,2,27,Monday,9,Summer,performing cleaning activity area near 042tc06 grinding employee handling block triangular shaped rock measuring ecm ecm x e ecm movement lost balance falling rock thumb left hand injuring
2017-03-01,Country_01,Local_06,Metals,I,I,Male,Third Party (Remote),Others,"When carrying out refractory brick chopping activities, in order to place the support of the bus bar in section 70, a particle is detached, hitting the assistant's right arm that was one meter away from the work area, provoking him a wound in the arm, was treated at the medical center and returned to his usual duties.",2017,3,1,Wednesday,9,Autumn,carrying refractory brick chopping activity order place support bus bar section 70 particle detached hitting assistant right arm one meter away work area provoking wound arm treated medical center returned usual duty
2017-03-02,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",2017,3,2,Thursday,9,Autumn,020317 soil sampling region sta employee rafael vanilla da silva attacked bee test rushed away place employee rafael took 4 bite one chin one chest one neck one hand glove employee took 4 bite one hand glove head employee danillo took 2 bite left arm uniform first one sketched allergy swelling sting site activity stopped evaluate site after verifying test remained line left site
2017-03-04,Country_02,Local_02,Mining,I,V,Male,Employee,Vehicles and Mobile Equipment,"The employee, who was hitchhiking, on the CEP 403 truck, equipment, he crossed the central canterio of the track to catch the key of the wheel loader with another operator who was stopped in the opposite direction. Upon returning to the truck, it was hit in the arm left by the loader tire that was traveling along the road and passed the CEP-403 on the right.",2017,3,4,Saturday,9,Autumn,employee hitchhiking cop 403 truck equipment crossed central anterior track catch key wheel loader another operator stopped opposite direction upon returning truck hit arm left loader tire traveling along road passed cep403 right
2017-03-06,Country_01,Local_04,Mining,I,III,Male,Third Party (Remote),Fall,"Being 5:40 pm approx. when the collaborator Mr. Duval (sampler), was preparing to change and remove the buckets from the pulp samples of the plant courier, he slipped and fell to the ground supporting himself with the right hand generating the lesion described.",2017,3,6,Monday,10,Autumn,approx collaborator duval sampler preparing change remove bucket pulp sample plant courier slipped fell ground supporting right hand generating lesion described
2017-03-08,Country_03,Local_10,Others,I,I,Male,Third Party,Others,"On 08/03/2017 at 3:30 PM, when performing MAG activity, the employee Murilo da Silva, when moving in the acquisition line, came across a small drainage (approximately 40cm wide), with small gap. As he traversed the drainage, the employee rested his right foot on the ravine that came to rest, causing the right ankle to twist. Soon after the twisting, the activities were paralyzed and the employee was taken to the local hospital, where an x-ray was taken and an examination made by the physician. No serious injury was found, only a small swelling, then released to normal activities.",2017,3,8,Wednesday,10,Autumn,08032017 performing mag activity employee mario da silva moving acquisition line came across small drainage approximately ecm wide small gap traversed drainage employee rested right foot ravine came rest causing right ankle twist soon after twisting activity paralyzed employee taken local hospital xray taken examination made physician serious injury found small swelling released normal activity
2017-03-09,Country_01,Local_03,Mining,I,V,Male,Third Party,Vehicles and Mobile Equipment,"At Level 3970 (Before -100) When the F6M 801 license plate went from level 3570 to surface, when the pilot trying to locate his radio to answer a call from the concrete plant is distracted and crashes his vehicle against the left gable and the vehicle turns to the right side. When this happens, the copilot hits his right hand against a fragment of broken glass in the window on the right side of the vehicle.",2017,3,9,Thursday,10,Autumn,level 3970 before 100 fam 801 license plate went level 3570 surface pilot trying locate radio answer call concrete plant distracted crash vehicle left gable vehicle turn right side happens copilot hit right hand fragment broken glass window right side vehicle
2017-03-08,Country_01,Local_01,Mining,V,V,Male,Third Party,Vehicles and Mobile Equipment,"When the scoop was heading from Rpa 910 to the cut-off point of the Cro 861 South to be unloaded, it visualizes a truck that was parked with the lights and the engine ignited inside the thrust - where the Scoop found accumulating dismount-; the operator stops the Scoop and gets off to tell the driver of the truck to leave and when he finds no one he decides to go and look for the driver at the top of Cro 861 South, where he can not find it; Then he returns to his Scoop and at 15 to 20 meters visualizes the light of a lamp shining in the direction of the gable, when approaching, he finds the deceased lying on the side of the Scoop and proceeds to give immediate notice to the supervisory of the shift, control center and emergency center.",2017,3,8,Wednesday,10,Autumn,scoop heading rap 910 cutoff point cro 861 south unloaded visualizes truck parked light engine ignited inside thrust scoop found accumulating dismount operator stop scoop get tell driver truck leave find one decides go look driver top cro 861 south not find return scoop 15 20 meter visualizes light lamp shining direction gable approaching find deceased lying side scoop proceeds give immediate notice supervisory shift control center emergency center
2017-03-09,Country_02,Local_05,Metals,I,III,Male,Third Party,Machine Protection,"Employee was performing maintenance on filter press, in the Filtration area (GRS). When he dismantled the hose clamp in a turning motion, he had contact with the burr of the tip of one of the screws that was exposed, causing him a cut in his glove and wound in the 3rd quirodactilo of the left hand.",2017,3,9,Thursday,10,Autumn,employee performing maintenance filter press filtration area gas dismantled hose clamp turning motion contact burr tip one screw exposed causing cut glove wound ord quirodactilo left hand
2017-03-10,Country_01,Local_03,Mining,II,IV,Male,Third Party,Individual protection equipment,"In the Nv. 2930 - Chamber of accumulation of aggregates: When the worker, made the cast of shotcrete towards the crown of the work, at 2:00 p.m. he perceives discomfort and fogging of the full face, then decides to take it off and chooses to use only his safety glasses for comfort to continue with the thrown shotcrete, at 3:45 p.m. suffers the projection of shotcrete rebound particles in the left eye.",2017,3,10,Friday,10,Autumn,2930 chamber accumulation aggregate worker made cast shotcrete towards crown work perceives discomfort fogging full face decides take chooses use safety glass comfort continue thrown shotcrete suffers projection shotcrete rebound particle left eye
2017-03-15,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"Team of the VMS Project performed soil collection on the Xixás target with 3 members. When the teams were moving from one collection point to another, Mr. Fabio was ahead of the team, stinging behind Robson and Manoel da Silva. near the collection point were surprised by a swarm of bees that was inside a I play near the ground, with no visibility in the woods and no hissing noise. Fabio passed by the stump, but Robson and Manoel da Silva were attacked by the bees. Robson had a sting in his left arm over his uniform and Manoel da Silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape.",2017,3,15,Wednesday,11,Autumn,team vos project performed soil collection fix target 3 member team moving one collection point another fabio ahead team stinging behind robson mantel da silva near collection point surprised swarm bee inside play near ground visibility wood hissing noise fabio passed stump robson manoel da silva attacked bee robson sting left arm uniform manoel da silva prick lip screen ripped tangled branch escape
2017-03-15,Country_02,Local_08,Metals,II,IV,Female,Employee,Chemical substances,"During the preparation for the solubilization activity of the sample in the chapel, the maid when moving the vial of nitric acid, the same detached from the doser, causing projection in the region of the face and upper limbs.",2017,3,15,Wednesday,11,Autumn,preparation solubilization activity sample chapel maid moving vial nitric acid detached loser causing projection region face upper limb
2017-03-18,Country_01,Local_03,Mining,V,V,Male,Third Party (Remote),Power lock,"During the activity of changing conveyor belt 11B feeding the primary mill No. 2; the mechanic entered the discharge chute (0.75 x 0.75 x 0.80 m.) to clean the material, at which time the automatic sampler (0.30 x 0.25 m) that was inside the chute was activated, trapping the mechanic at the height of the chest. At the time of the accident the mechanic was alone in the work area.",2017,3,18,Saturday,11,Autumn,activity changing conveyor belt job feeding primary mill 2 mechanic entered discharge chute 075 075 x 080 clean material time automatic sampler 030 x 025 inside chute activated trapping mechanic height chest time accident mechanic alone work area
2017-03-22,Country_01,Local_06,Metals,V,V,Male,Third Party (Remote),Power lock,"Being approximately 20:57 hours of 03/22/2017; during the change of cables between the Z-332 power cell (locked cabinet) and the Z014 transformer; there is a loud noise followed by an oscillation of the electrical system. At that moment the collaborator Queneche of the company EISSA is found on the floor with his head inside an adjoining cell Z-132 (cabinet Not blocked - where he was not assigned to do any work), after having received an electric shock .",2017,3,22,Wednesday,12,Autumn,approximately 2057 hour 03222017 change cable between z332 power cell locked cabinet z014 transformer loud noise followed oscillation electrical system moment collaborator quench company essa found floor head inside adjoining cell z132 cabinet not blocked not assigned work after received electric shock
2017-03-25,Country_01,Local_03,Mining,II,V,Male,Third Party,Vehicles and Mobile Equipment,"When the Mixer 01 of the E.C.M INCIMMET S.A, moved by the positive south ramp, with direction to surface (Unicon concrete plant), at the height of the 3630 (Before 440), the operator observes that untimely lights and the engine go off, the control controls do not respond and the equipment starts to reverse. At 3 meters the operator jumps out of the cabin and at 20 meters the team hits the right gable and turns to its side left. In the area, in the circumstances of the event there was no presence of personnel or equipment that could have been affected.",2017,3,25,Saturday,12,Autumn,mixer 01 ecm incimmet sa moved positive south ramp direction surface union concrete plant height 3630 before 440 operator observes untimely light engine go control control not respond equipment start reverse 3 meter operator jump cabin 20 meter team hit right gable turn side left area circumstance event presence personnel equipment could affected
2017-03-25,Country_03,Local_10,Others,I,I,Male,Employee,Others,"The technician was doing the magnetometric survey when he stepped on a thorn. His reaction was to immediately retreat, losing his balance and so the magnetometer's antenna broke.",2017,3,25,Saturday,12,Autumn,technician magnetometric survey stepped thorn reaction immediately retreat losing balance magnetometer antenna broke
2017-03-31,Country_02,Local_05,Metals,I,IV,Male,Third Party,Fall prevention,"Employee reports that he assisted the maintenance activity in Tower 09, in Electrolysis, when he stepped on the GRP grid (Polymer with Glass the floor moving, causing it to fall. The event took place in 3 stages: 1) Displacement and fall of the floor in the span when receiving the effort; 2) Employee fall to about 1.60m below the GRP floor, on the side of the gutter below the floor, supporting the structure; 3) Employee fall to the lower level, about 2.35m below the GRP floor.",2017,3,31,Friday,13,Autumn,employee report assisted maintenance activity tower 09 electrolysis stepped grip grid polymer glass floor moving causing fall event took place 3 stage 1 displacement fall floor span receiving effort 2 employee fall 160m below grp floor side gutter below floor supporting structure 3 employee fall lower level 235m below grp floor
2017-04-04,Country_02,Local_05,Metals,I,III,Male,Employee,Chemical substances,"Employee reports that he was supervising an activity in the Ustulation, near the Ball when a projection of hot humped dust from the upper floor reached his cervical (""neck"" region), causing a first degree burn.",2017,4,4,Tuesday,14,Autumn,employee report supervising activity undulation near ball projection hot humped dust upper floor reached cervical neck region causing first degree burn
2017-04-05,Country_02,Local_05,Metals,I,IV,Male,Employee,Suspended Loads,Employee performed the task of hoisting big-bags containing waelz oxide and after performing several hoistings the employee suffered a low-voltage electric shock when contacting the hoist when attaching the handle of a big-bag on it.,2017,4,5,Wednesday,14,Autumn,employee performed task hoisting bigwig containing well oxide after performing several hoisting employee suffered lowvoltage electric shock contacting hoist attaching handle zigzag
2017-04-07,Country_02,Local_02,Mining,I,III,Male,Third Party (Remote),Others,"Employee moved toward the structure of post 10, when it came to step in false, suffering twisting in the left ankle.",2017,4,7,Friday,14,Autumn,employee moved toward structure post 10 came step false suffering twisting left ankle
2017-04-04,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 04/04/2017, around 13: 30hs, during the current sediment activity the collaborator Warley took a bee sting in the neck, the same was using the screen, but the bee entered the bottom of the screen . After the sting the team decided to leave the workplace due to the presence of other bees. The collaborator had no reaction and continued to work normally.",2017,4,4,Tuesday,14,Autumn,04042017 around 13 oohs current sediment activity collaborator barley took bee sting neck using screen bee entered bottom screen after sting team decided leave workplace due presence bee collaborator reaction continued work normally
2017-04-06,Country_01,Local_06,Metals,I,II,Male,Third Party,Others,"The industrial cleaning worker Cristian was performing the cleaning activity of the gutter, striking with a walls of the same, to remove the solid solution that is formed. In that At the moment the operator's hands slide and impact on the edge of the gutter, causing a blow on the little finger of the left hand.",2017,4,6,Thursday,14,Autumn,industrial cleaning worker cristian performing cleaning activity gutter striking wall remove solid solution formed moment operator hand slide impact edge gutter causing blow little finger left hand
2017-04-07,Country_01,Local_03,Mining,I,IV,Male,Third Party,Fall prevention,"At level 3790 (formerly level -280), the hydraulic filling personnel performed the installation of 4 ""diameter HDPE pipe through the ventilation chimney with the help of a 4-yard scooptram that held and pushed the end of the pipe. pipe (100 meters in length). At that moment the pipe gets stuck on the edge of the chimney causing the pipe to form an arc at the height where the injured worker was, who signals with the light of his lamp to the operator of the scooptram to stop and when trying to retire from the line of fire, the worker loses balance by light contact with the pipe causing fall at the same level.",2017,4,7,Friday,14,Autumn,level 3790 formerly level 280 hydraulic filling personnel performed installation 4 diameter hope pipe ventilation chimney help yard scooptram held pushed end pipe pipe 100 meter length moment pipe get stuck edge chimney causing pipe form arc height injured worker signal light lamp operator scooptram stop trying retire line fire worker loses balance light contact pipe causing fall level
2017-04-10,Country_02,Local_02,Mining,I,II,Male,Third Party,Chemical substances,"Employee to perform painting of the floor of the fuel tank area, he needed cleaning, and by pouring water-thinner on the floor, the bucket slipped out of his hand and the mixture projected onto his left shoulder and lower lip, causing redness and burning.",2017,4,10,Monday,15,Autumn,employee perform painting floor fuel tank area needed cleaning pouring waterthinner floor bucket slipped hand mixture projected onto left shoulder lower lip causing redness burning
2017-04-08,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"During the execution of the soil sampling task at the Potions area, around 1:15 pm, Luis - WCA, was opening with a machete and was bitten by a wasp on the back of his right hand, the same was using at the time of the incident all the EPIs needed for activity. The employee was evaluated by the technician who found it to be a mild and localized swelling wound. The employee reported that he did not feel any pain and that he could continue the activity.",2017,4,8,Saturday,14,Autumn,execution soil sampling task potion area around luis wa opening machete bitten wasp back right hand using time incident epi needed activity employee evaluated technician found mild localized swelling wound employee reported not feel pain could continue activity
2017-04-11,Country_01,Local_03,Mining,I,IV,Male,Third Party (Remote),Electrical Shock,"In the tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% dismantled) located in the city of Pasco, the last profiles of the base of the tower previously disassembled were cut, using oxyfuel equipment , at 11:45 am, the Proingcom security supervisor and the foreman, who were on the outside of the fenced area supervising the activity, indicate the stoppage of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a fright, which caused the staff to throw themselves to the floor inside the area, then proceeded to leave the work area by his own means through the ladder. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",2017,4,11,Tuesday,15,Autumn,tower 6 old 50 ke disabled reenergized 90 dismantled located city paso last profile base tower previously disassembled cut using offuel equipment proingcom security supervisor foreman outside fenced area supervising activity indicate stoppage activity evacuation refuge due orange alert indicated detector storm evacuation last 02 employee inside fenced area loud sound heard provoking fright caused staff throw floor inside area proceeded leave work area mean ladder apparently loud sound would correspond electrical discharge cable guard pass old tower
2017-04-11,Country_01,Local_03,Mining,I,IV,Male,Third Party (Remote),Electrical Shock,"In tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% disassembled) located in the city of Pasco, the cutting of the last profiles of the base of the tower previously disassembled was carried out, using oxyfuel equipment, at 11:45 a.m., the safety supervisor of Proingcom and the foreman, who were in the external part of the fenced area supervising the activity, indicate the paralysis of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a scare, which caused the staff to throw themselves to the floor within the area, then proceeded to leave the work area by their own means through the staircase. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",2017,4,11,Tuesday,15,Autumn,tower 6 old 50 ke disabled reenergized 90 disassembled located city paso cutting last profile base tower previously disassembled carried using offuel equipment safety supervisor proingcom foreman external part fenced area supervising activity indicate paralysis activity evacuation refuge due orange alert indicated detector storm evacuation last 02 employee inside fenced area loud sound heard provoking scare caused staff throw floor within area proceeded leave work area mean staircase apparently loud sound would correspond electrical discharge cable guard pass old tower
2017-04-11,Country_02,Local_07,Mining,I,II,Male,Third Party (Remote),Others,"At the end of the concreting activity, the employee turned off the concrete, and when rolling the handle to make the return of the equipment warehouse the same bumped the tip of the mangote in the inferior lip causing hematoma.",2017,4,11,Tuesday,15,Autumn,end concerning activity employee turned concrete rolling handle make return equipment warehouse bumped tip mandate inferior lip causing hematoma
2017-04-13,Country_01,Local_01,Mining,I,II,Male,Employee,Others,"During the marking of the management points, the supervision and the breeders enter the work to carry out the ventilation inspection, for which the surveying work stops to turn on the fan and proceed with the air flow measurements. When the fan is turned on due to pressure, it breaks the fastening points of the toe and the sleeve falls to the floor generating a chicoteo from gable to gable, product of the chicoteo a fragment of the aggregate of the shocrete is projected on the face of the injured person producing the injury.",2017,4,13,Thursday,15,Autumn,marking management point supervision breeder enter work carry ventilation inspection surveying work stop turn fan proceed air flow measurement fan turned due pressure break fastening point toe sleeve fall floor generating chicoteo gable gable product chicoteo fragment aggregate secrete projected face injured person producing injury
2017-04-12,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"During the execution of the service of opening of pricked for the future works of IP, around 15:30, the employee Pedro second in the line of the equipment, was stung by a wasp in the right portion of the neck. The beetle, being of small size, was not seen by the employees in the bite, causing the employee's shock against the insects that were manifested. The employee used all the PPE's required for the activity to be developed. The bite occurred over the collar of the shirt and over the face shield. The technician responsible for performing the work evaluated the sting and, together with the injured employee, found that because it was a localized swelling and that there was no allergy, there would be no need to paralyze the activity, which it followed normally.",2017,4,12,Wednesday,15,Autumn,execution service opening pricked future work ip around 1530 employee pedro second line equipment stung wasp right portion neck beetle small size not seen employee bite causing employee shock insect manifested employee used pipe required activity developed bite occurred collar shirt face shield technician responsible performing work evaluated sting together injured employee found localized swelling allergy would need paralyze activity followed normally
2017-04-23,Country_01,Local_04,Mining,I,III,Male,Third Party,Others,"In moments that Mr. William carried out the inspection of the cut of the Block 781 Level 1850 OB6A, so that the loading platform could be realized, in instants that observed the drills positive radial ones that were covered and shotcreteados, he hears a noise from the upper part of the pit (detachments of banks at the center of the pit), to which Mr. William goes back to leave work, but his metatarsal boots makes contact with a rock that was on the floor which causes it to lose balance and stumble on the gable.",2017,4,23,Sunday,16,Autumn,moment william carried inspection cut block 781 level 1850 oba loading platform could realized instant observed drill positive radial one covered shotcreteados hears noise upper part pit detachment bank center pit mr william go back leave work metatarsal boot make contact rock floor cause lose balance stumble gable
2017-04-19,Country_03,Local_10,Others,I,IV,Male,Third Party,Others,"On 04/19/2017, the employee de Lima da Silva was composing the team of opening of bite to survey of IP. The team consisted of one mining technician and three assistants. When was moving in the bite he touched his left foot on a stump of Tucum that was on the ground covered with dry leaves of vegetation near drainage. When he felt the thorn piercing on his foot, he told the mining technician what had happened and the teammate removed the thorn that pierced the top of the boot. After removal of the spine the foot was washed and it was verified that there was no other injury. After the event the technician waxed the activity and returned to the city of Porangatu / GO. It was not necessary to take the employee to the health unit.",2017,4,19,Wednesday,16,Autumn,04192017 employee de lima da silva composing team opening bite survey ip team consisted one mining technician three assistant moving bite touched left foot stump tuum ground covered dry leaf vegetation near drainage felt thorn piercing foot told mining technician happened teammate removed thorn pierced top boot after removal spine foot washed verified injury after event technician waxed activity returned city porangatu go not necessary take employee health unit
2017-04-23,Country_01,Local_06,Metals,I,II,Male,Third Party,Projection,"Approx. 10:00 pm. Mr. Victor at the time he made a visual inspection of scaffolding, suffered a slight blow to the level of the right ear with the metallic extension of the chute of the conveyor chain.",2017,4,23,Sunday,16,Autumn,approx victor time made visual inspection scaffolding suffered slight blow level right ear metallic extension chute conveyor chain
2017-04-25,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"During the execution of the soil sampling task, in the Potions area, around 3:00 pm Pablo was moving on the bite and was bitten by a right elbow wasp over the sleeve uniform. He was using at the time of the incident all the PPE needed for the activity. The employee was evaluated by the team who found it to be a mild injury with localized swelling. The employee reported that he did not feel any pain and that he could continue the activity.",2017,4,25,Tuesday,17,Autumn,execution soil sampling task potion area around pablo moving bite bitten right elbow wasp sleeve uniform using time incident pie needed activity employee evaluated team found mild injury localized swelling employee reported not feel pain could continue activity
2017-04-25,Country_02,Local_07,Mining,IV,V,Male,Employee,remains of choco,"ACTIVITY: front sanitation (slaughter of choco with scaller) LOCAL: underground mine, level 350 - front 45 Upper JKA The operator performed front sanitation when a rock block from the roof hit the equipment. The accident victim was promptly rescued by the unit's emergency brigade and transported to the outpatient clinic where he received the first care, and was then transferred to the Municipal of Paracatu.",2017,4,25,Tuesday,17,Autumn,activity front sanitation slaughter choco smaller local underground mine level 350 front 45 upper aka operator performed front sanitation rock block roof hit equipment accident victim promptly rescued unit emergency brigade transported outpatient clinic received first care transferred municipal maracatu
